account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_category_code,transaction_number
29042,03302021 09:13:07,18.46,3312021,9.44E+14,PANDA EXPRESS #1108    HOUSTON       OR,5814,2
17447,03162021 09:10:24,12.54,3172021,459208,RANDALLS #1066         HOUSTON      AKUS,5411,2
38206,03222021 16:50:16,1.81,3242021,4.50E+12,BECKS 18               GALESBURG      AK,5541,2
17561,03192021 14:22:00,6.15,3212021,27537258,KROGER #6 5550 BETHELV CUMMING        MN,5411,2
32104,03172021 14:15:58,1.8,3182021,8024119995,SMARTPARK 3RD ALDER    PORTLAND      MA,7523,2
20565,03172021 10:58:40,7.2,3192021,3.46E+11,EM CHICK FIL A11443090 SPRING        WI,5814,2
32218,03172021 12:38:32,98.5,3192021,1,SQC*<Cash Out        > San Francisco  PA,6536,2
36620,03232021 11:57:51,9.19,3242021,48203227995,WAL-MART #3227         MONUMENT      NY,5411,2
30483,03182021 10:06:31,2.65,3192021,3.13E+11,MARKET@WORK 2067379149 RENTON        SC,5814,2
15971,03192021 20:58:49,30.5,3202021,4.45E+11,LEVELUPSWEETGREEN0934  8554665585    PA,5812,2
25770,03182021 21:05:39,79.36,3202021,4.46E+11,SP * BYLT BASICS       8559801917    NJ,5691,2
25423,04022021 18:40:10,35.55,4052021,5.31E+14,JOE VERAS MEXICAN FIES PROVO         NY,5812,2
17504,03202021 10:43:17,30.25,3222021,420304,SUNOCO 03813748        DELAWARE WATE  CA,5542,2
33653,03212021 11:53:36,19.52,3232021,5.35E+14,ANHS KITCHEN           HERCULES      RI,5812,2
37500,03282021 16:24:17,23.32,3292021,5.43E+14,BLAZE PIZZA - TOWSON - TOWSON        PA,5812,2
30808,03202021 10:58:50,393.25,3222021,EFT,EFT                    Santa Fe       RI,6011,2
37096,03202021 19:00:24,20.16,3222021,3.73E+11,OLIVE GARDEN 100018333 BLUE SPRINGS  NJ,5812,2
27694,04012021 01:30:50,342.99,4022021,2.67E+11,BAPS SWAMINARAYAN SANS 2819691730    TX,8398,2
32407,03182021 08:15:57,7,3192021,2.25E+11,DEANS HOT BAGELS LLC   CLIFTON       CO,5812,2
18230,03202021 09:43:16,13.42,3222021,5.64E+14,CHICK-FIL-A #00817     DALTON        WI,5814,2
29833,04012021 15:47:32,17.79,4022021,5.43E+14,BEL AIR #510           SACRAMENTO    NY,5411,2
28388,04082021 13:07:24,125.84,4092021,2.00E+14,PROGRESSIVE *INSURANCE 800-776-4737  PA,6300,2
23800,03222021 05:15:59,70.01,3232021,CDKQALSNZXSCDGV,WWW.PAYWITHFOUR.COM    NORTH MIAMI   MD,5999,2
19990,04072021 09:33:15,7.4,4092021,13877290,DOLLAR TR 3125 E 1ST S VIDALIA        CA,5331,2
22969,04042021 16:42:41,45.14,4062021,3.73E+11,LONGHORN STEAK 0125424 DEPTFORD      NC,5812,2
23991,03272021 07:38:11,30.13,3292021,3.35E+11,POPEYES 12683          LOUISVILLE    CA,5814,2
17178,03282021 09:39:11,17.52,3292021,977587,SPROUTS FARMERS MKT#310ARVADA       CAUS,5411,2
36403,03312021 03:37:31,100,4012021,4.45E+11,CASH APP*TYLER TROY    4153753176    OH,4829,2
21248,03272021 12:30:59,23,3292021,CDSR,Youngs Foods Stores 36 SUMTER         NY,6011,2
24493,04052021 04:45:23,3.76,4062021,3.21E+14,DUNKIN #306436 Q35     PROVIDENCE    MD,5814,2
28078,03252021 13:30:40,28,3262021,4.45E+12,JIMMY JOHNS - 1502 - E GLENDALE      NJ,5814,2
28440,03302021 22:11:16,14.59,4012021,4532092,BETOS MEXICAN FOOD     AMERICAN FORK IL,5812,2
21152,03272021 20:37:12,12.31,3292021,7.20E+14,CIRCLE K # 23803       PINSON        NJ,5541,2
27348,04052021 12:41:48,14.99,4062021,YJAFPWST3ICXIAV,INSTACART              SAN FRANCISCO NM,5411,2
33788,04022021 11:25:40,63.98,4032021,7.20E+14,BANANAREPUBLIC US 3750 HOUSTON       NY,5691,2
39236,03302021 08:37:33,8.65,3312021,3.00E+14,CHECKERS # 596         CALHOUN       FL,5814,2
15451,04092021 04:31:24,9.11,4102021,3.72E+11,AMAZON.COM*6S6DE2IN3 A AMZN.COM/BILL CA,5411,2
31481,03302021 07:24:55,22.5,4012021,ALI04222,MLK FOOD STO-LI04222   HOUSTON        OH,6011,2
32489,04032021 11:31:36,178.18,4052021,1.04E+14,INTUIT *TURBOTAX       800-446-8848  TX,5734,2
32130,03282021 11:01:16,14.99,3292021,1.60E+14,GIANT 0135             SILVER SPRING CA,5411,2
21455,04072021 06:52:31,2.75,4082021,3.50E+14,MTA*NYCT PAYGO         NEW YORK      PA,4111,2
19939,04052021 15:56:09,12.57,4062021,4.45E+12,KROGER #774            VERSAILLES    CA,5411,2
17538,03302021 14:48:06,21.43,3312021,9.28E+14,HANNAFORD #8367        ALBANY        CA,5411,2
14739,03262021 23:47:37,180,3292021,A0000000000ASBP,WYRE-152904            4153747356    TX,6051,2
15041,03302021 10:54:07,93.66,3312021,4.45E+12,CVS/PHARMACY #04017    PASADENA      AK,5912,2
17777,04022021 06:54:49,20.88,4032021,1.74E+11,PAYPAL *LEWISTATI2     4029357733    CA,4829,2
24124,04062021 07:22:05,67.62,4082021,77000751,CVS/PHARM 00751--434 R BEVERLY        WY,5912,2
24732,03312021 20:15:14,7.99,4022021,1.17E+14,TACO BELL #28476       COLUMBUS      VA,5814,2
32764,04022021 17:44:20,10,4052021,3.96E+11,FANDUEL BETFAIR INC    877-6890662   LA,7801,2
19820,03312021 11:27:05,74.47,4022021,11930230,HARRIS TE 7036 BRIGHTO MINT HILL      CO,5411,2
17032,03272021 10:02:23,32.37,3282021,1.60E+11,STOP & SHOP 0897       PISCATAWAY   MNUS,5411,2
31815,03312021 10:24:02,10.99,4012021,7.20E+14,ZOES KITCHEN           205-252-5200  NC,5812,2
21410,04032021 21:33:19,6.75,4052021,3.96E+11,AFTERPAY               855-2896014   NY,5999,2
27486,03312021 06:27:48,44.66,4022021,3.50E+11,WALMART.COM AT         8009666546    OR,5310,2
14328,04022021 20:32:56,41.6,4052021,4.96E+11,SANTA CRUZ DINER       SANTA CRUZ    WI,5812,2
21795,04022021 07:13:54,13.36,4032021,4.89E+14,MCDONALD'S F26871      SPRING HILL   MA,5814,2
24379,04052021 17:17:27,26,4062021,8033269930,LINS CHINA GARDEN INC  517-3723838   FL,5812,2
29455,04022021 20:47:03,10,4052021,3.76E+11,ARROWHEAD PKWY LAUNDRO SIOUX FALLS   PA,7211,2
15883,03312021 20:00:11,23.54,4022021,4.45E+12,DOLLAR-GENERAL #4864   HOLDEN        TN,5331,2
32240,04042021 16:34:54,62.79,4062021,A0000000000BXXI,EBESU - ROBATA & SUSHI PLANO         NJ,5812,2
19517,03312021 09:23:38,5.27,4012021,29802793798,HY-VEE KANSAS CI 8301 NKANSAS CITY  MDUS,5411,2
31957,04072021 17:53:17,500,4092021,900005980,WM SUPERC Wal-Mart Sup GRANITE BAY    HI,5411,2
26263,04032021 07:15:47,35.69,4052021,5.43E+14,SPEEDWAY 01262 2570 CO BEAVERCREEK   GA,5541,2
34729,03302021 09:43:45,20,3312021,4.45E+11,CASH APP*RICARDO FI    4153753176    MA,4829,2
37639,03282021 09:58:55,41.43,3292021,3.72E+11,CHEESECAKE BAY SHORE   BAY SHORE     NJ,5812,2
39330,04052021 14:05:05,7.92,4062021,1.00E+15,JFF PUBLICATIONS       661-347-6766  CA,5967,2
19862,04022021 10:25:50,8.98,4032021,5.27E+14,Subway 65425           Wilmington    CA,5814,2
32307,03312021 08:46:49,9.38,4022021,5.27E+14,TACO BELL 034628       GULFPORT      CA,5814,2
36836,04022021 13:30:23,9.64,4032021,4.45E+11,KEYMELOCKSMITHS.COM    8883800394    NY,5399,2
20598,04042021 20:32:08,41.99,4062021,77007178,CVS/PHARM 07178--1621  GAINESVILLE    PA,5912,2
21777,04072021 16:59:35,38.31,4082021,5.43E+14,VIVA CHICKEN UTAH      SAINT GEORGE  NJ,5812,2
19444,04032021 14:32:47,3.18,4052021,77009564,CVS/PHARM 09564--15700 Gardena        NY,5912,2
30340,03302021 17:41:03,21.44,3312021,5.27E+14,Roku Product Purchase  8162728107    HI,5815,2
24616,04012021 10:15:01,70.46,4032021,8013581000,R+D KITCHEN (214)890-7 DALLAS        CO,5812,2
30772,03302021 09:17:52,1.08,3312021,6.55E+14,MCDONALD'S F2032       SAN DIEGO     NJ,5814,2
20011,04062021 18:18:40,53,4082021,U.S. BANK,US BANK BEREA          BEREA          NJ,6011,2
13626,04012021 08:17:02,21.59,4022021,1.12E+14,APPLE.COM/BILL         866-712-7753  NJ,5815,2
22782,03292021 18:48:22,12.45,3302021,1.18E+11,USPS KIOSK 11756 2501 WPLANT CITY   MAUS,9402,2
19505,04052021 18:02:57,624,4062021,3.00E+14,AFFILIATED ANESTHESIOL 405-755-1080  IL,8011,2
13986,04052021 09:46:20,1,4052021,3.72E+11,AMAZON.COM*KF4ED3J53 A AMZN.COM/BILL OR,5942,2
36827,03302021 11:22:16,7.78,4012021,57443220801,SHELL OIL 57443220801  LAS VEGAS     TX,5541,2
38256,04102021 07:00:50,146.56,4112021,459004,SAFEWAY #1566          CHANDLER     OHUS,5411,2
37616,03292021 13:15:42,2.41,3312021,7.20E+14,JACK IN THE BOX 8426   KENMORE       CA,5814,2
23427,03292021 18:25:19,1,3302021,4941145,MARK VEND CO           NORTHBROOK    WI,5814,2
20717,04042021 12:34:06,14.4,4052021,1.88E+14,SQ *CHEEKWOOD          Nashville     MD,5811,2
25471,04012021 03:10:41,7.62,4032021,22524231,WINCO FOO 21900 Highwa Edmonds        TX,5411,2
39184,03292021 16:27:12,0.08,3302021,5.27E+14,BCF Donation Uplift    (718)480-7500 CA,8398,2
20908,03292021 19:50:43,64.8,3312021,3.72E+11,APPLEBEES     98488380 HODGKINS      NJ,5812,2
26669,03302021 11:30:35,27,3312021,4.45E+11,CASH APP*LARRY CHIV    4153753176    OH,4829,2
26208,04062021 09:51:12,5.53,4072021,7171526,3ACOMPANYKITCHEN 877-2 TROY          OR,5814,2
16841,03312021 10:23:45,90,4012021,2.27E+11,FINDLAY TOYOTA         HENDERSON     NY,5511,2
28382,03312021 22:18:12,45.39,4022021,7.85E+14,Amazon.com*8Q9WP1D13   Amzn.com/bill AZ,5942,2
13868,03312021 10:06:57,10,4012021,4.45E+12,CVS/PHARMACY #02497    LEXINGTON     IN,5912,2
26995,03302021 14:47:59,3.34,4012021,900000105,WM SUPERC Wal-Mart Sup CORINTH        NY,5411,2
33452,04012021 13:20:44,10.2,4032021,3402032,TARGET T- 1240 Broadwa Chula Vista    NJ,5411,2
16068,03312021 08:22:39,3.54,4012021,1.79E+14,MCDONALD'S F18040      JACKSONVILLE  NY,5814,2
20253,04092021 19:05:27,14.79,4102021,4.96E+11,ANDY'S FROZEN CUSTARD  SPRINGFIELD   MN,5814,2
25087,04082021 13:29:42,36.32,4102021,1.95E+14,QT 182                 OLATHE        PA,5542,2
31010,04092021 19:00:46,40,4102021,3.72E+11,LAS MARGARITAS         ATLATNA       NY,5814,2
14215,04042021 20:57:37,9.99,4052021,457875,ALBERTSONS #4234       MCKINNEY     IDUS,5411,2
23202,04042021 10:03:06,40.67,4062021,23814749,KROGER FU 4620 SH 121  LEWISVILLE     PA,5542,2
26045,04032021 06:56:02,16.3,4052021,4.45E+12,PUBLIX #597            COLUMBIA      HI,5411,2
35934,04032021 09:22:45,15.95,4052021,21344316000,YORKVILLE BAGEL & CAFE NEW YORK      NV,5814,2
31092,04092021 20:12:54,9.63,4112021,900004484,WM SUPERC Wal-Mart Sup RALEIGH        IL,5411,2
38303,04092021 08:19:13,15.38,4102021,1.45E+14,MCDONALD'S F21597      NEW PORT RICH SC,5814,2
32779,04032021 15:55:46,20.96,4042021,469996,SPROUTS FARMERS MARKET LAS VEGAS    NYUS,5411,2
19855,04062021 11:20:51,3.99,4072021,5.43E+14,GORDITAS DONA LULA     HARLINGEN     NY,5812,2
34882,04052021 05:54:09,10,4062021,2.62E+13,STARBUCKS 800-782-7282 800-782-7282  CA,5814,2
33168,04052021 19:23:52,4.75,4072021,1,SQC*<Cash Out        > San Francisco  MA,6536,2
25634,04072021 08:47:10,108.93,4082021,2.20E+14,INOVA PHYSICIAN PARTNE 571-4235750   CA,8011,2
28064,04052021 14:03:14,5.46,4072021,4.45E+12,LITTLE CAESARS #2803   KNOXVILLE     NJ,5814,2
17593,04052021 17:16:07,68.99,4082021,9.60E+14,AMDA                   866-7906550   CA,7273,2
23312,04092021 12:00:45,20.2,4112021,48203308993,Wal-Mart Super Center  MIDDLEBURG     OH,5411,2
29162,04092021 14:42:51,22.44,4102021,05747T22,WALGREENS STORE 3747 MOLAFAYETTE    FLUS,5912,2
16090,04092021 06:29:14,400,4102021,3.96E+11,FANDUEL BETFAIR INC    877-6890662   CA,7801,2
29402,04092021 03:45:47,5,4102021,5.26E+11,COINBASE               8889087930    PA,6051,2
54722,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     SAN JOSE       CA,5812,2
54891,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     Sioux Falls      SD,5812,2
54992,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     Baltimore       MD,5812,2
54999,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     Kulpsville       PA,5812,2
33555,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     Middle Island       NY,5812,2
37222,02272021 15:27:57,4.85,3012021,2355702,TIGER EXPRESS          Los Angeles       CA,5499,2
26522,12182020 15:29:12,1.06,12192020,326552,MAVERIK #488           DRAPER       LAUS,5541,3
31938,01022021 21:02:42,3.64,1042021,3.32E+14,HARMONS-TRAVERSE MNT   WEST VALLEY C MI,5411,3
11111,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       TX,5814,3
31094,01042021 14:04:37,9.12,1052021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,3
53111,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Hamilton       OH,5814,3
53222,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Ashland       OH,5814,3
54566,04012021 06:17:18,8.04,4022021,5.39E+13,Starbucks       IL,5814,3
18393,01022021 14:47:45,17.3,1032021,67107000705,THE HOME DEPOT #0571   HOUSTON      AKUS,5200,3
37466,01022021 15:07:58,24.72,1042021,6.94E+14,TRADER JOE'S #427 QPS  HOUSTON       OH,5411,3
38829,01072021 11:39:04,14,1082021,4.45E+12,CKE*EL CHARRO MEXICA 3 HOUSTON       OH,5812,3
22222,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Los Angeles       CA,5814,3
43991,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Brighton       MI,5814,3
44891,04012021 06:17:18,8.04,4022021,5.39E+13,SQ *BLACK HOLE COFFEE  Bridgeport       NJ,5814,3
46762,04012021 06:17:18,85.04,4022021,5.39E+13,Burger King       AK,5814,3
33333,04012021 06:17:18,8.04,4022021,5.39E+13,McDonalds  New York       NY,5814,3
25643,01022021 13:28:03,7.67,1042021,5.66E+14,CHICK-FIL-A #04063     PEARLAND      IL,5814,3
32628,01042021 11:29:34,9.09,1052021,3.45E+11,CHIPOTLE ONLINE        1800244768    CA,5814,3
18054,01132021 12:08:07,13,1142021,2.95E+13,BIRYANI POT            HOUSTON       SD,5812,3
37632,02032021 12:56:56,4.32,2082021,3.96E+11,DSW.                   866-3797463   MD,5661,3
28226,01042021 12:57:55,12.56,1052021,8033543375,MALA SICHUAN BISTRO    HOUSTON       PA,5812,3
37226,01122021 12:26:55,11.6,1142021,2.29E+14,AJ'S #064              PHOENIX       NY,5411,3
19485,01152021 15:10:35,155.08,1162021,5.47E+14,Etsy.com               Brooklyn      CA,5699,3
33945,01192021 08:16:10,70.67,1202021,7.20E+11,SHOPRITE PARAMUS S1    PARAMUS      OHUS,5411,3
14829,02032021 16:06:21,348.4,2052021,5.27E+14,STADIUM GOODS NY       New York       TX,5661,3
22824,01302021 12:02:14,27.04,1312021,67107004723,THE HOME DEPOT #0584   HOUSTON      AZUS,5200,3
31452,01242021 14:12:49,47.48,1252021,4.45E+12,TARGET        00014597 PEARLAND      TN,5411,3
26856,01242021 08:34:18,3.48,1252021,5.10E+14,HARVEST NATURAL MARKET SPRING        WI,5411,3
26607,01202021 09:58:11,4.75,1212021,8.00E+14,PEET'S #04403          NEWPORT BEACH MI,5814,3
36717,01272021 10:35:18,16.02,1292021,3.35E+11,RAISING CANE'S #188    PEARLAND      IL,5814,3
33717,02082021 10:20:31,2.45,2102021,6.42E+14,STARBUCKS STORE 10244  COLUMBUS      CA,5814,3
14281,02042021 13:20:19,276.52,2052021,4.45E+12,COSMO BLEU             PRINCETON     TX,7230,3
28658,02032021 13:09:53,84.59,2042021,4.46E+11,BOMBAS LLC             8003140980    NY,5999,3
30881,01292021 11:03:24,8.65,2012021,5.31E+14,ROYAL BLUE GROCERY HP  DALLAS        NJ,5411,3
33152,03092021 23:13:56,17.31,3112021,2.35E+14,AMZN Mktp US*DP3I47ND3 Amzn.com/bill WI,5942,3
15482,01232021 12:44:14,6.48,1252021,1.93E+13,GOODWILL 1243-LAKEWAY  LAKEWAY       KS,5931,3
27014,02272021 11:19:31,30.23,3012021,4.45E+12,WALGREENS #3822        MESQUITE      NY,5912,3
34454,02012021 20:02:48,20.02,2022021,8.79E+14,H-E-B GAS/CARWASH #4   HOUSTON       TX,5542,3
26777,04052021 05:23:44,3.99,4062021,18777015,GOOGLE*GOOGLE PLAY     INTERNET      OH,5817,3
20759,01292021 11:08:01,16.09,1302021,3.13E+11,FLYING FISH            DALLAS        NM,5812,3
32922,02102021 14:33:43,97.72,2112021,2291230103,Campus Bookstor 525 E OTempe        NJUS,5942,3
17079,02132021 10:05:45,54.28,2152021,4.60E+14,SAFEWAY #1879          MILPITAS      NJ,5411,3
26603,02102021 12:50:20,10.07,2112021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,3
20669,02052021 15:08:16,24.19,2062021,4.83E+11,MOLINA'S DEER PARK GRO DEER PARK     LA,5441,3
22965,03162021 22:34:28,9.48,3182021,22320470000,EMPIRE STATE RADIOLOGY 718-2234685   NY,8099,3
24029,03112021 14:58:52,28.04,3122021,4.24E+11,STONEBRIDGE TAILOR     MCKINNEY      CA,5697,3
31488,03162021 05:55:46,14.14,3172021,3.25E+14,DUNKIN #345768 Q35     NEW YORK      TX,5814,3
31593,03212021 14:00:19,20,3232021,3.13E+11,ROMANOS 1088           THE WOODLANDS KS,5812,3
29042,04012021 05:18:21,12.05,4022021,2.43E+14,SQ *MR. DONUTS         Houston       OR,5462,3
17447,03162021 14:50:19,36.02,3172021,634826,HARVEST NATURAL MARKET KATY         AKUS,5411,3
38206,03222021 17:54:08,8.23,3242021,14142737,DOLLAR TR 3912 44TH AV MOLINE         AK,5331,3
17561,03252021 05:27:32,200,3262021,1.74E+11,PAYPAL *SAIYOUYUNLI    4029357733    MN,4816,3
32104,03172021 20:43:51,15,3182021,2.43E+14,SQ *LOCAL LOUNGE       Portland      MA,5813,3
20565,03192021 18:13:56,9.39,3202021,4.46E+11,IBOTTA* STARBUCKS GC   3035931633    WI,6540,3
32218,03192021 08:35:47,98.5,3202021,4.45E+11,CASH APP*JASON CRAB    4153753176    PA,4829,3
36620,03232021 14:39:52,20.86,3252021,4.50E+12,SEI 38170              COMMERCE CITY  NY,5541,3
30483,03182021 21:11:54,15,3202021,8.49E+11,STEAMWORKS SEATTLE     SEATTLE       SC,7298,3
15971,03202021 19:50:21,32.25,3222021,4.45E+11,POSTMATES CFC9F SILVER 8778877815    PA,5812,3
25770,03192021 17:36:21,69.31,3222021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,3
25423,04082021 12:11:31,5.85,4092021,4.45E+12,WENDYS #3540           801-753-7055  NY,5814,3
17504,03222021 05:30:34,30,3232021,8031346110,ST LUKES HOSPITAL EPIC BETHLEHEM     CA,8062,3
33653,03212021 11:55:13,51.21,3222021,3.73E+11,ZAIQA RESTAURANT       HERCULES      RI,5812,3
30808,03202021 11:50:11,7.59,3222021,5.10E+14,CG CORRIGAN            PLACITAS      RI,5999,3
37096,03202021 19:22:08,35.33,3222021,927399,MURPHY7192ATWAL        BLUE SPRINGS   NJ,5542,3
27694,04012021 22:40:12,150.2,4052021,1.20E+14,UNITEDHEALTHONE        800-657-8205  TX,6300,3
32407,03182021 14:19:53,40,3192021,5.62E+14,BP#2093359PATERSON QPS PATERSON      CO,5541,3
18230,03202021 20:13:08,11.03,3222021,5.45E+14,MCDONALD'S F11007      WOODSTOCK     WI,5814,3
29833,04042021 16:43:32,20.61,4052021,5.43E+14,BEL AIR #510           SACRAMENTO    NY,5411,3
23800,03222021 05:23:57,52.74,3232021,4.46E+11,WWW.PAYWITHFOUR.COM    8442569744    MD,5999,3
19990,04072021 09:51:02,40.27,4092021,900000864,WM SUPERC Wal-Mart Sup VIDALIA        CA,5411,3
22969,04052021 05:33:41,11.83,4062021,8.39E+14,STARBUCKS STORE 53980  PHILADELPHIA  NC,5814,3
23991,03312021 17:30:29,18,4012021,48203294995,WAL-MART #3294         LOUISVILLE    CA,5411,3
17178,03282021 16:28:25,47.34,3302021,900003533,WM SUPERC Wal-Mart Sup DENVER (N)     CA,5411,3
21248,03272021 15:21:47,37.94,3292021,11803700,DOLLAR GE DG 130251030 SUMTER         NY,5310,3
24493,04052021 10:21:28,17,4062021,8037034470,TACOS DON NACHO        PAWTUCKET     MD,5812,3
28078,03262021 08:21:16,1.6,3272021,1.93E+14,USA*CANTEEN VENDING    PHOENIX       NJ,5814,3
28440,03312021 19:04:43,8.64,4012021,4532092,BETOS MEXICAN FOOD     AMERICAN FORK IL,5812,3
21152,03282021 10:28:01,19.18,3292021,5.43E+14,FIRST WATCH - 404      BIRMINGHAM    NJ,5812,3
27348,04062021 11:01:53,7,4072021,100418,CHEVRON/SUPER STOP GROCCOLUMBUS     NMUS,5541,3
33788,04022021 11:36:07,106.63,4032021,2.52E+14,DILLARDS 774 MEMORIAL  HOUSTON       NY,5311,3
39236,04082021 08:36:07,8.65,4092021,3.00E+14,CHECKERS # 596         CALHOUN       FL,5814,3
31481,03302021 09:55:27,15,3312021,4.46E+11,TRANSFER TO STEP       4255550001    OH,6540,3
32489,04032021 15:07:00,2.99,4052021,4.45E+11,SP * HABITAT DENVER RE DENVER        TX,5712,3
32130,04022021 13:43:46,4.49,4032021,464210,SAFEWAY 1283           ALEXANDRIA   CAUS,5411,3
21455,04072021 07:57:44,2.75,4082021,3.50E+14,MTA*NYCT PAYGO         NEW YORK      PA,4111,3
19939,04062021 19:26:28,5.09,4082021,7.20E+14,CIRCLE K 03306         VERSAILLES    CA,5541,3
17538,03312021 09:24:25,6.04,4012021,8027784068,AMC SCC CHOICES CAFE   ALBANY        CA,5499,3
15041,03302021 11:02:19,18.36,3312021,4.45E+12,CVS/PHARMACY #04017    PASADENA      AK,5912,3
17777,04022021 10:21:40,18.42,4032021,951358,SHELL SERVICE STATION  AURORA       CAUS,5542,3
24124,04062021 10:36:53,89.66,4072021,8035325011,SYLVAN STREET GRILLE   PEABODY       WY,5813,3
24732,04012021 11:27:19,9,4022021,2.43E+14,SQ *CAFE DE NOOK       Columbus      VA,5814,3
32764,04032021 08:13:02,690,4052021,8.49E+11,FANDUEL/BETFAIR        TEL8776890662 LA,7801,3
17032,03272021 10:50:10,18.53,3292021,430128,QUICK CHEK FOOD        PISCATAWAY     MN,5499,3
31815,04012021 11:44:28,2.99,4022021,8.79E+12,CARDS & GIFTS ON 6TH   BIRMINGHAM    NC,5947,3
21410,04042021 20:01:04,80,4052021,4.45E+11,CASH APP*DANIEL*ADD    4153753176    NY,4829,3
27486,03312021 07:18:51,10.54,4012021,3.45E+11,CHIPOTLE ONLINE        1800244768    OR,5814,3
14328,04032021 13:45:20,11.1,4052021,3.72E+11,TAQUERIA VALLARTA # 2  SANTA CRUZ    WI,5812,3
21795,04022021 16:20:09,4.15,4052021,3.09E+14,TACO BELL #022251      SPRING HILL   MA,5814,3
29455,04022021 20:56:39,1.69,4052021,3.90E+14,BP#9280801GET N GO QPS SIOUX FALLS   PA,5541,3
15883,04022021 18:37:35,6.23,4032021,4.45E+12,WM SUPERCENTER #4553   KANSAS CITY   TN,5411,3
32240,04092021 17:20:19,9.55,4102021,6.94E+14,TRADER JOE'S #407 QPS  DALLAS        NJ,5411,3
19517,04012021 12:39:29,152,4022021,2.43E+14,SQ *ELEVATE ACUPUNCTUR North Kansas  MD,8099,3
34729,03302021 09:48:19,40,3312021,4.45E+11,CASH APP*RICARDO FI    4153753176    MA,4829,3
37639,03282021 14:03:01,39.56,3302021,4521021,TARGET T- 160 N Resear Central Islip  NJ,5411,3
39330,04052021 14:05:07,7.91,4072021,4.19E+14,JFF PUBLICATIONS       917-719-5878  CA,5967,3
